Text,Label,Types
Never will you have any true pals.,Bullying,Vocational
You are only a loser.,Bullying,Vocational
"In front of everyone you know, I'm going to make fun of you.",Bullying,Vocational
It's funny how much of a loser you are.,Bullying,Vocational
You only add to society's burdens.,Bullying,Vocational
Being near you is intolerable to me.,Bullying,Vocational
You will never be content.,Bullying,Vocational
Your family is really disappointed in you.,Bullying,Vocational
You're simply causing difficulties.,Bullying,Vocational
You'll never be happy or in love.,Bullying,Vocational
You are such a nothing.,Bullying,Vocational
You will never succeed in this world.,Bullying,Vocational
"You are simply a reject, to put it simply.",Bullying,Vocational
You are such a time waster.,Bullying,Vocational
It's unbelievable how useless you are.,Bullying,Vocational
Everyone just finds you annoying.,Bullying,Vocational
You'll constantly be gazing in from the outside.,Bullying,Vocational
You may count on daily suffering from me.,Bullying,Vocational
"This video is absolutely amazing!""",Not-Bullying,
"""I can't stop watching this, it's so captivating.""",Not-Bullying,
"""You've really outdone yourself with this one!""",Not-Bullying,
"""Thanks for sharing such valuable content.""",Not-Bullying,
"""Your creativity knows no bounds!""",Not-Bullying,
"""I've learned so much from this video, thank you.""",Not-Bullying,
"""Every second of this video was worth it.""",Not-Bullying,
"""You're a true talent, keep it up!""",Not-Bullying,
"""This deserves way more views and likes.""",Not-Bullying,
"""I'm subscribing right now, can't miss your future content!""",Not-Bullying,
"""Your passion really shines through in your videos.""",Not-Bullying,
"""You've got a new fan here!""",Not-Bullying,
"""This is the quality content I've been looking for.""",Not-Bullying,
"""Bravo! Well done.""",Not-Bullying,
"""You make it look so easy, but I know it's not",Not-Bullying,
"Your posts should be included in the 'Great Moments in Comedy' archives!""",Bullying,Troll
"""This post is like a symphony of laughter in my feed!""",Bullying,Troll
"""You're the curator of the Instagram Comedy Museum!""",Bullying,Troll
"""This post is the 'LOL' at the end of my day!""",Bullying,Troll
"""Your humor is the compass that points to laughter!""",Bullying,Troll
"""You're the MVP (Most Valuable Pranker) of Instagram humor!""",Bullying,Troll
"""This post just turned my day around like a comedy U-turn!""",Bullying,Troll
"""Your account is the amusement park of my Instagram!""",Bullying,Troll
"""This post should have its own comedy award show!""",Bullying,Troll
"""If Instagram had a 'Funniest Person Alive' award, it would go to you!""",Bullying,Troll
"Your posts are the funniest thing since dad jokes!""",Bullying,Troll
"""This post is like a comedy miracle in my feed!""",Bullying,Troll
"""You're the reigning champion of Instagram humor!""",Bullying,Troll
"""This post is like a laughter potion for my soul!""",Bullying,Troll
"""Your humor is the rocket fuel for my funny bone!""",Bullying,Troll
"""You should teach a 'How to Be Funny on Instagram' masterclass!""",Bullying,Troll
"""This post is a real-life emoji: ",Bullying,Troll
"""You're the comedy rockstar of Instagram!""",Bullying,Troll
"""This post is the secret recipe for instant smiles!""",Bullying,Troll
"""If laughter were a crime, you'd be the prime suspect!""",Bullying,Troll
"Religion often discourages critical thinking and questioning.""",Bullying,Religion
"""Religious institutions can exploit the fear of death to control followers.""",Bullying,Religion
"""Religion can lead to division and conflict between religious groups.""",Bullying,Religion
"""I'm skeptical of religious claims about the power of faith to heal.""",Bullying,Religion
"""Religion sometimes promotes a fear of exploring secular or non-religious worldviews.""",Bullying,Religion
"""Religious leaders can wield significant political power and influence.""",Bullying,Religion
"""I'm concerned about the historical use of religion to justify colonialism and imperialism.""",Bullying,Religion
"""Religion can perpetuate harmful stereotypes and prejudices.""",Bullying,Religion
"""Religious teachings can suppress women's autonomy and reproductive rights.""",Bullying,Religion
"""Religion sometimes fosters a fear of cultural diversity and pluralism.""",Bullying,Religion
"""Religious institutions can prioritize financial interests over spiritual well-being.""",Bullying,Religion
"""I'm critical of the historical role of religion in persecuting individuals with unconventional beliefs.""",Bullying,Religion
"""Religion can lead to a sense of moral absolutism and inflexibility.""",Bullying,Religion
"""Religious beliefs can be used to justify environmental degradation.""",Bullying,Religion
"""Religion often discourages acceptance of scientific theories that challenge religious dogma.""",Bullying,Religion
"""I'm concerned about the historical silencing of dissent within religious communities.""",Bullying,Religion
"""Religion sometimes promotes a fear of secularism and separation of church and state.""",Bullying,Religion
"""Religious leaders can exploit followers' fear of hell and damnation.""",Bullying,Religion
"""I'm skeptical of religious claims about the supernatural origins of religious texts.""",Bullying,Religion
"""Religion can discourage critical examination of religious history and origins.",Bullying,Religion
"""Religion can foster a sense of divisiveness and 'us versus them' mentality.""",Bullying,Religion
"""Religious institutions can wield significant political influence to the detriment of secular governance.""",Bullying,Religion
"""I'm skeptical of religious claims about divine revelations and prophetic visions.""",Bullying,Religion
"""Religion sometimes promotes a fear of interfaith dialogue and cooperation.""",Bullying,Religion
"""Religious leaders can use emotional manipulation to maintain control over their followers.""",Bullying,Religion
"I'm concerned about the historical persecution of religious minorities and heretics.""",Bullying,Religion
"""Religion can lead to the suppression of scientific inquiry and advancement.""",Bullying,Religion
"""Religious teachings can perpetuate a sense of moral superiority among believers.""",Bullying,Religion
"I'm impressed by your dedication to your craft.""",Not-Bullying,
"""The editing in this video is on point.""",Not-Bullying,
"""I love the attention to detail in your work.""",Not-Bullying,
"""This video brightened my day, thank you!""",Not-Bullying,
"""You've just earned yourself a like and a comment!""",Not-Bullying,
"""Your personality really makes the video enjoyable.""",Not-Bullying,
"""I can't wait to see what you come up with next!""",Not-Bullying,
"""This video is a masterpiece.""",Not-Bullying,
"""You're an inspiration to us all.""",Not-Bullying,
"""Your channel deserves to go viral!""",Not-Bullying,
"""This deserves an award.""",Not-Bullying,
"""I've shared this with all my friends.""",Not-Bullying,
"""You've got a unique and authentic style.""",Not-Bullying,
"""Your dedication to quality is evident.""",Not-Bullying,
"""This video is a game-changer.""",Not-Bullying,
"""You're a true professional.""",Not-Bullying,
"""I'm in awe of your talent.""",Not-Bullying,
"""Your hard work really paid off.""",Not-Bullying,
"The exploitation of economic disparities for political populism deepens social divisions.""",Bullying ,Political
"""The suppression of public protests and civil disobedience limits citizens' freedom of expression.""",Bullying ,Political
"""The abuse of political power to stifle dissent and opposition undermines democracy.""",Bullying ,Political
"""The neglect of rural communities and infrastructure contributes to economic decline.""",Bullying ,Political
"""Political leaders who prioritize short-term gains over long-term sustainability jeopardize future generations.""",Bullying ,Political
"""The exploitation of national emergencies for political posturing diverts attention from critical issues.""",Bullying ,Political
"""The suppression of indigenous rights perpetuates historical injustices.""",Bullying ,Political
"""The misuse of government resources for lavish lifestyles at taxpayers' expense is a breach of trust.""",Bullying ,Political
"""The erosion of ethics and integrity in political campaigns fosters public disillusionment.""",Bullying ,Political
"""The manipulation of intelligence assessments for political objectives endangers national security.""",Bullying ,Political
"""The abuse of executive privilege to withhold information from the public undermines transparency.""",Bullying ,Political
"""The disregard for international human rights conventions damages a nation's moral standing.""",Bullying ,Political
"""Political leaders who prioritize partisan victories over national unity deepen societal divisions.""",Bullying ,Political
"""The exploitation of economic crises for political opportunism exacerbates public suffering.""",Bullying ,Political
"""The suppression of academic freedom hampers innovation and critical thinking.""",Bullying ,Political
"""The abuse of government surveillance programs for political espionage threatens civil liberties.""",Bullying ,Political
"""The erosion of trust in election systems undermines faith in democratic processes.""",Bullying ,Political
"""The misuse of taxpayer funds for political pet projects diverts resources from essential services.""",Bullying ,Political
"""The manipulation of social media algorithms for political purposes distorts public discourse.""",Bullying ,Political
"""The exploitation of tribalism and identity politics divides communities and fosters hostility.""",Bullying ,Political
"""The lack of transparency in lobbying activities allows for undisclosed influence over policymaking.""",Bullying ,Political
"""The disregard for ethics and integrity in political campaigns erodes public trust in candidates.""",Bullying ,Political
"""Political leaders who engage in secrecy and cover-ups undermine accountability and transparency.""",Bullying ,Political
"""The neglect of public parks and green spaces limits access to recreational opportunities.""",Bullying ,Political
"""The exploitation of divisive rhetoric and scapegoating fuels prejudice and discrimination.""",Bullying ,Political
"""The misuse of disaster relief funds for political purposes harms disaster-affected communities.""",Bullying ,Political
"""The erosion of diplomatic norms and decorum damages international relations.""",Bullying ,Political
"""Political leaders who engage in obstructionist tactics hinder the functioning of government.""",Bullying ,Political
"""The suppression of voter registration efforts disproportionately affects minority communities.""",Bullying ,Political
